1412,291,464,11735,26585,5416,11207,1676,8374,6248
1128,67,106,2368,5235,1113,2376,283,2004,1513
1425,241,471,11865,26879,5216,11271,1877,8439,6425
1415,131,420,9409,22805,4469,9560,1146,7936,6016
1427,167,420,9820,23391,4786,9721,999,8164,6197
1226,133,421,9844,22685,4238,9278,1339,7805,5737
1428,264,456,10913,23479,4238,11133,1725,8031,6105
1381,126,421,9869,22107,3945,9268,1225,8730,6211
1435,288,472,11649,25784,4770,11624,1898,8301,6305
1368,182,409,9652,22145,4280,9330,1437,7882,5809
1436,319,470,11500,25295,5263,11743,1746,8313,6286
1185,180,440,9835,23531,4951,9946,1465,8551,6377
1180,235,454,10382,24917,5155,10917,1686,8715,5622
1438,283,459,11231,25351,5007,11099,1610,8055,5570
1254,223,448,11173,26069,5696,11187,1254,8420,6594
1451,258,426,10127,22122,3896,10335,1193,7903,5658
1364,232,432,10065,22976,4407,10136,1364,7988,5761
1452,307,474,12019,27423,6086,10505,1775,8669,5671
1175,189,443,9493,22658,4557,8531,1501,7454,5751
1112,355,481,12812,27407,5594,12019,1741,8115,6226
1443,286,466,11825,26392,5761,10994,1540,8734,6611
1124,260,445,11193,24956,5472,10408,1861,8029,6065
1127,157,443,9587,23695,4666,10096,1355,8205,6204
1248,179,441,10465,23794,3857,9948,1257,8093,6337
1243,283,464,11536,26202,6100,10843,1615,9045,6362
1143,286,471,12093,26520,5028,11692,1546,8272,5913
1307,302,467,11436,25237,4821,11490,1589,8456,5864
1145,191,459,11407,26675,5521,10672,1529,8658,6421
1126,167,450,9944,24140,5069,9529,1263,8704,6316
1153,314,476,11748,27456,6286,11411,2186,8312,5739
1399,207,431,10765,24084,5161,10122,1420,8896,6634
1163,333,480,12527,27664,6202,12877,3399,7812,6322
1346,218,444,11399,26605,6346,11355,1455,9052,6392
1177,185,460,11344,26182,5353,10266,1567,8554,6037
1178,204,454,11105,25008,5156,10161,1502,9020,6159
1132,197,446,10489,24000,4572,10334,1572,8671,6323
1181,401,491,13340,28618,5979,11875,2245,8924,6024
1119,156,426,9557,22735,3930,9815,1031,8230,6404
1361,307,455,11173,25397,5460,10745,1728,7671,5828
1198,143,432,9935,23217,4813,9936,1377,8519,6693
1289,4,24,502,1280,270,525,74,436,422
1209,217,448,10830,24650,4826,10137,1741,8172,5855
1299,127,444,9849,24474,5122,10186,1455,8749,7261
1210,238,466,12014,27086,5822,11559,2112,8873,6777
1115,143,447,9492,24167,4894,10103,1509,8975,7335
1225,179,439,10245,23635,4647,10090,1194,8351,5945
1333,192,454,10795,24951,4961,10274,1553,8131,6257
1233,272,473,12419,27263,5277,11503,1782,8997,6622
1252,199,431,10803,24634,4903,10645,1077,8467,6414
1257,363,480,12591,28167,6236,11911,2280,9169,6177
1102,209,430,9304,20534,3008,8894,871,7482,5163
1259,192,451,10340,24730,5378,10182,1565,8922,6451
1288,205,460,10974,26318,6096,10463,1591,9173,6680
1273,232,449,11250,25483,5372,11042,1557,8180,6484
1189,176,434,10316,24301,4459,10253,1074,8152,5963
1274,274,467,11576,26247,5631,11167,1819,8052,5912
1306,165,430,9155,22904,4501,10186,995,7853,5771
1335,209,426,10094,22829,4205,9856,1197,8253,6104
1338,349,480,12355,26588,6161,11565,1740,8149,5872
1182,184,450,11568,26204,5193,10554,1780,8476,6367
1341,142,439,9992,25152,5363,10023,1240,9135,6836
1222,248,457,11451,26912,5538,10738,1871,8653,5701
1344,260,465,11988,27206,6015,10931,2064,8099,6272
1351,250,469,11634,26455,5092,11527,1669,8502,6466
1284,223,469,10856,25637,4702,10933,1364,8899,6619
1360,187,444,10317,23678,4387,10050,1375,8490,6436
1305,289,462,11622,26271,5510,11762,2079,8456,5932
1371,257,462,11614,26812,5575,11123,1607,8837,6013
1362,208,441,10925,24673,4722,10363,1080,8508,5999
1276,282,474,11436,25567,4646,10675,1516,7443,5591
1386,277,471,11327,25559,4857,11398,2139,7908,5893
1130,242,470,11551,25676,5103,10814,1656,7982,6166
1392,232,447,10323,24703,5301,10496,1215,8144,5771
1357,179,448,11579,26066,5230,10438,1366,8648,6855
1372,279,410,9936,21854,4585,9107,1014,7838,5470
1409,263,465,11059,25170,5022,11942,1983,8868,6590
1418,223,437,11048,25155,5406,10276,1645,8585,6356
1280,272,473,11812,26517,5459,12141,2243,7897,6832
1420,138,444,10403,24724,4676,9976,1141,8341,5834
1406,171,459,10484,25002,5536,10781,1862,8580,6413
1429,318,463,11621,24331,4608,11293,1398,7655,5631
1229,252,462,10851,24819,4769,10991,1677,8472,6208
1440,142,404,10736,25639,4812,9270,1486,7811,5856
1251,178,433,10165,23519,4506,10301,1086,8319,6238
1442,121,404,8796,20710,3531,9075,1080,7464,5573
1313,224,456,10869,25058,5445,10846,1875,9201,7086
1450,211,451,10504,23999,4141,10434,1525,7858,5705
1363,119,435,9984,24611,4841,9907,1110,8116,5827
1453,250,445,10843,24603,4928,10459,1591,8327,5816
1455,335,469,11509,25483,5410,11793,1552,8520,5899
1454,243,455,10797,25329,5099,10738,1247,8472,6112
1460,248,457,10312,23590,4106,10004,885,8613,5781
1103,317,475,11826,26499,5376,10938,1693,9002,6123
1461,219,444,10168,23043,4080,10821,1728,8211,6106
1176,227,450,10237,22319,3359,9544,1381,8537,5780
1152,106,431,10099,24844,5141,9271,1240,9101,6443
1155,266,461,11627,26342,5864,10596,2216,8075,6242
1391,138,430,10230,24328,4782,9524,1109,8123,6273
1239,185,429,10575,24461,5236,9823,1549,8458,6534
1173,320,473,11438,25607,5420,11519,1415,8887,6289
1279,278,473,12032,27558,5899,11269,1813,9022,6109
1199,290,474,11922,26226,5272,11342,2193,8883,7096
1366,131,411,8744,22266,4790,8972,1283,8579,7058
1204,194,430,10768,24920,5034,9778,1309,8682,6200
1263,152,430,10060,23706,4435,10380,1394,7886,6528
1228,314,486,12172,27300,5233,11512,1609,8480,5914
1234,261,472,11414,25838,5294,11649,1861,8040,6358
1268,305,470,12514,27631,5815,12172,2462,8390,6600
1278,259,471,11548,26057,5503,11148,2325,8341,6401
1286,171,418,9927,23292,4395,9539,1121,8057,5594
1449,285,471,13123,28935,6392,11332,1802,9467,6499
1330,298,473,11520,26769,6375,11436,1858,8299,5941
1332,299,473,12324,27178,5283,11045,1635,8710,6219
1249,166,413,10285,23976,5166,9969,1563,8153,6273
1396,288,471,11591,27253,5429,11139,1703,7956,5031
1356,261,464,10805,24692,5009,10091,1273,9163,6135
1374,238,448,10638,23612,4879,10481,1658,7694,6297
1376,243,465,11485,27043,5885,10323,2061,8523,6053
1190,267,454,11861,26424,5284,10962,1607,8586,6712
1434,274,454,11090,24418,4756,11137,1379,8857,6526
1401,285,461,11295,25192,5362,11239,1478,8617,6023
1411,219,461,10774,25046,5386,11108,1450,8502,7192
1424,303,471,11940,26939,5189,11700,2045,8609,6091
1105,135,399,8930,22498,4784,9253,1546,7970,6103
1197,154,442,10058,24772,5307,10089,1124,8615,7024
1111,193,431,10640,24516,5018,10279,1510,8271,6364
1203,263,453,11246,25340,5716,10783,1791,8194,6331
1172,297,443,11557,25845,5009,11263,1148,8500,5786
1192,166,443,10802,25245,4792,9995,1613,8512,6276
1214,242,461,10676,25741,5874,11175,1859,9445,7346
1231,271,469,11706,25746,5389,11283,1736,8778,6404
1269,242,458,11545,26580,5517,11397,2384,8945,6691
1246,383,489,13121,27843,6044,12466,2807,8532,6446
1170,142,412,9683,23136,4464,9005,1156,8226,5478
1264,237,457,10785,25209,5254,10415,1837,9617,6456
1270,154,403,9676,23287,5024,9398,1627,7991,5889
1154,105,413,9396,22785,4331,9011,915,7664,5838
1322,189,414,10771,24714,5361,9658,1810,8866,6604
1326,344,487,12403,26687,5123,11833,1908,7837,5916
1383,187,447,10512,25342,5421,10202,1573,9027,6620
1407,199,437,11131,26244,5138,10152,1413,7208,5455
1431,280,466,11491,25355,4679,11628,1593,8848,6250
1419,136,420,9660,23280,4738,9458,1071,7903,6195
1354,178,441,10378,24468,5428,10197,1291,8570,6972
1388,325,452,11414,24670,5171,11155,1673,7993,5792
1216,177,457,10189,24725,4438,10003,1001,9009,6316
1324,246,453,11834,26292,5429,10533,1423,8253,5931
1144,146,428,10402,23942,4756,9701,1300,8448,6481
1331,267,456,11543,25318,5124,10942,1649,8374,6095
1417,315,476,12825,27249,5336,11648,1747,8078,6233
1378,170,459,10421,24463,5283,10892,1887,8233,6605
1385,214,458,11059,26198,5639,10713,2156,8547,6206
1433,355,485,12432,28040,5857,11297,1926,9136,6019
1290,171,456,10610,26565,5801,10348,1182,9006,6763
1309,140,357,8488,19797,4168,8042,967,6901,5259
1339,185,447,10624,24502,4704,10174,1331,8613,6194
1448,255,463,11878,26346,5552,11629,2003,8868,6692
1201,226,453,10769,25388,4813,10881,1778,8414,5810
1235,276,467,12442,27519,5051,11844,1729,7794,5897
1402,155,408,9877,23282,4786,9264,1144,8700,6113
1398,161,429,10338,24026,4918,9549,1422,8714,6220
1184,228,431,10600,23194,3805,8802,1068,7965,5497
1245,306,471,11718,26491,5553,10919,1489,8947,6091
1325,274,471,11525,25913,4939,11147,1321,8765,6346
1293,290,432,11089,23980,5040,10058,1497,8158,5743
1294,141,363,8753,19545,3912,8246,758,7315,5335
1255,87,372,9169,21896,3985,8350,1003,7115,5643
1430,173,353,8294,19220,3415,8527,1035,6413,4542
1413,139,380,8847,20082,3198,8429,873,7334,5492
1355,185,359,8800,19916,3865,8566,812,6496,4600
1244,94,352,8239,20061,4217,7337,1052,6568,5083
1295,203,336,8498,18410,3368,8254,1191,5940,4134
1316,132,357,8363,19363,3773,8163,1202,6710,5416
1445,26,107,2242,5924,1291,2235,281,2103,1804
1312,95,305,6756,16813,3175,7156,977,6300,4643
1146,70,299,7141,17132,3440,6932,1075,5978,4533
1167,120,288,6729,16180,3510,6429,860,5773,3972
1300,132,282,6342,14968,2930,6310,841,5429,4201
1223,78,264,6342,15111,3133,6164,702,5496,4229
1367,114,295,7091,16680,3568,6889,1060,5361,4132
1342,70,288,6311,14649,2381,6207,607,4713,4103
1195,152,303,7561,17148,3595,7394,1035,5750,4484
1188,56,235,5350,12843,2274,5288,690,4764,3459
1377,109,241,6174,13900,2271,6028,824,4210,3032
1315,107,245,5853,13355,2317,5831,749,4909,3342
1136,89,271,6320,14881,2624,6239,672,5054,3682
1370,105,249,6179,14468,3040,6069,572,5041,3843
1303,68,160,4332,9626,1590,3773,443,3065,2160
1297,60,145,3482,7970,1386,3379,381,2775,1792
1213,70,113,2712,6223,1150,2833,307,2152,1374
1262,40,113,2719,6196,969,2566,226,2208,1643
1101,27,101,2281,5324,809,2157,199,2188,1398
1230,45,89,2237,5007,759,2155,319,1729,1113
